"PROBEID","SYMBOL","GENENAME"
"44321","231865_at","NCKAP5L","NCK associated protein 5 like"
"44322","231866_at","LNPEP","leucyl and cystinyl aminopeptidase"
"44323","231867_at","TENM2","teneurin transmembrane protein 2"
"44324","231868_at","HOMEZ","homeobox and leucine zipper encoding"
"44325","231869_at","KIAA1586","KIAA1586"
"44326","231870_s_at","NMD3","NMD3 ribosome export adaptor"
"44327","231871_at","GPR180","G protein-coupled receptor 180"
"44328","231872_at","LRRCC1","leucine rich repeat and coiled-coil centrosomal protein 1"
"44329","231873_at","BMPR2","bone morphogenetic protein receptor type 2"
"44330","231874_at","FAM126B","family with sequence similarity 126 member B"
"44331","231875_at","KIF21A","kinesin family member 21A"
"44332","231876_at","TRIM56","tripartite motif containing 56"
"44333","231877_at","TRMT10A","tRNA methyltransferase 10A"
"44334","231878_at","PAGR1","PAXIP1 associated glutamate rich protein 1"
"44335","231879_at","COL12A1","collagen type XII alpha 1 chain"
"44336","231880_at","STRIP2","striatin interacting protein 2"
"44337","231881_at","CALD1","caldesmon 1"
"44338","231882_at",NA,NA
"44339","231883_at","FBXW8","F-box and WD repeat domain containing 8"
"44340","231884_at","CNTROB","centrobin, centriole duplication and spindle assembly protein"
"44341","231885_at","ZNF451","zinc finger protein 451"
"44342","231886_at",NA,NA
"44343","231887_s_at","PALD1","phosphatase domain containing paladin 1"
"44344","231888_at",NA,NA
"44345","231889_at","UBR4","ubiquitin protein ligase E3 component n-recognin 4"
"44346","231890_at",NA,NA
"44347","231891_at","STAMBPL1","STAM binding protein like 1"
"44348","231892_at","ARHGEF39","Rho guanine nucleotide exchange factor 39"
"44349","231893_at","KIAA1755","KIAA1755"
"44350","231894_at","SARS","seryl-tRNA synthetase"
"44351","231895_at","SASS6","SAS-6 centriolar assembly protein"
"44352","231896_s_at","DENR","density regulated re-initiation and release factor"
"44353","231897_at","PTGR1","prostaglandin reductase 1"
"44354","231898_x_at","SOX2-OT","SOX2 overlapping transcript"
"44355","231899_at","ZC3H12C","zinc finger CCCH-type containing 12C"
"44356","231900_at","ZDHHC18","zinc finger DHHC-type containing 18"
"44357","231901_at","TIMM29","translocase of inner mitochondrial membrane 29"
"44358","231902_at","ZNF827","zinc finger protein 827"
"44359","231903_x_at","ARHGAP23","Rho GTPase activating protein 23"
"44360","231904_at","U2AF1","U2 small nuclear RNA auxiliary factor 1"
"44361","231905_at","C20orf96","chromosome 20 open reading frame 96"
"44362","231906_at","HOXD8","homeobox D8"
"44363","231907_at","ABL2","ABL proto-oncogene 2, non-receptor tyrosine kinase"
"44364","231908_at","ZDHHC18","zinc finger DHHC-type containing 18"
"44365","231909_x_at","ODF2L","outer dense fiber of sperm tails 2 like"
"44366","231910_at","NUDT14","nudix hydrolase 14"
"44367","231911_at","ERMN","ermin"
"44368","231912_s_at","TECPR1","tectonin beta-propeller repeat containing 1"
"44369","231913_s_at","BRCC3","BRCA1/BRCA2-containing complex subunit 3"
"44370","231914_at","NUDT14","nudix hydrolase 14"
"44371","231915_at","ZSWIM4","zinc finger SWIM-type containing 4"
"44372","231916_at","NOS1","nitric oxide synthase 1"
"44373","231917_at","GFM2","G elongation factor mitochondrial 2"
"44374","231918_s_at","GFM2","G elongation factor mitochondrial 2"
"44375","231919_at","DBT","dihydrolipoamide branched chain transacylase E2"
"44376","231920_s_at","CSNK1G1","casein kinase 1 gamma 1"
"44377","231921_at","DCAF17","DDB1 and CUL4 associated factor 17"
"44378","231922_at","ZNF276","zinc finger protein 276"
"44379","231923_at","TMEM150C","transmembrane protein 150C"
"44380","231924_at","LINC00958","long intergenic non-protein coding RNA 958"
"44381","231925_at",NA,NA
"44382","231926_at","EPS15L1","epidermal growth factor receptor pathway substrate 15 like 1"
"44383","231927_at","ATF6","activating transcription factor 6"
"44384","231928_at","HES2","hes family bHLH transcription factor 2"
"44385","231929_at","IKZF2","IKAROS family zinc finger 2"
"44386","231930_at","ELMOD1","ELMO domain containing 1"
"44387","231931_at","PRDM15","PR/SET domain 15"
"44388","231932_at","C1orf74","chromosome 1 open reading frame 74"
"44389","231933_at","MARCH8","membrane associated ring-CH-type finger 8"
"44390","231934_at","NANS","N-acetylneuraminate synthase"
"44391","231934_at","TRIM14","tripartite motif containing 14"
"44392","231935_at","ARPP21","cAMP regulated phosphoprotein 21"
"44393","231936_at","HOXC9","homeobox C9"
"44394","231937_at",NA,NA
"44395","231938_at","SGO1","shugoshin 1"
"44396","231939_s_at","BDP1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
"44397","231940_at","ZNF529","zinc finger protein 529"
"44398","231941_s_at","MUC20","mucin 20, cell surface associated"
"44399","231942_at","LINC01128","long intergenic non-protein coding RNA 1128"
"44400","231943_at","ZFP28","ZFP28 zinc finger protein"
"44401","231944_at","ERO1B","endoplasmic reticulum oxidoreductase 1 beta"
"44402","231945_at","FILIP1","filamin A interacting protein 1"
"44403","231946_at","ZFHX2","zinc finger homeobox 2"
"44404","231947_at","MYCT1","MYC target 1"
"44405","231948_s_at","UBE2F","ubiquitin conjugating enzyme E2 F (putative)"
"44406","231949_at",NA,NA
"44407","231950_at","ZNF658","zinc finger protein 658"
"44408","231951_at","GNAO1","G protein subunit alpha o1"
"44409","231952_at",NA,NA
"44410","231953_at","BPTF","bromodomain PHD finger transcription factor"
"44411","231954_at","MIR4453HG","MIR4453 host gene"
"44412","231954_at","MIR4453","microRNA 4453"
"44413","231955_s_at","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"44414","231956_at","RNF213","ring finger protein 213"
"44415","231957_s_at","DPP9","dipeptidyl peptidase 9"
"44416","231958_at","TAMM41","TAM41 mitochondrial translocator assembly and maintenance homolog"
"44417","231959_at","LIN52","lin-52 DREAM MuvB core complex component"
"44418","231960_at","BRWD1","bromodomain and WD repeat domain containing 1"
"44419","231961_at","RBPMS","RNA binding protein, mRNA processing factor"
"44420","231962_at","AP4B1","adaptor related protein complex 4 subunit beta 1"
"44421","231963_at","ANKRD33B","ankyrin repeat domain 33B"
"44422","231964_at","BICD1","BICD cargo adaptor 1"
"44423","231965_at","PCED1A","PC-esterase domain containing 1A"
"44424","231966_at","PPP1R9A","protein phosphatase 1 regulatory subunit 9A"
"44425","231967_at","PHF20L1","PHD finger protein 20 like 1"
"44426","231968_at","UGGT1","UDP-glucose glycoprotein glucosyltransferase 1"
"44427","231969_at","STOX2","storkhead box 2"
"44428","231970_at","GPATCH2L","G-patch domain containing 2 like"
"44429","231971_at","FANCM","FA complementation group M"
"44430","231972_at",NA,NA
"44431","231973_s_at","ANAPC1","anaphase promoting complex subunit 1"
"44432","231973_s_at","LOC285074","anaphase promoting complex subunit 1 pseudogene"
"44433","231973_s_at","LOC730268","anaphase promoting complex subunit 1 pseudogene"
"44434","231974_at","KMT2D","lysine methyltransferase 2D"
"44435","231975_s_at","MIER3","MIER family member 3"
"44436","231976_at","LINS1","lines homolog 1"
"44437","231977_at","GRID1","glutamate ionotropic receptor delta type subunit 1"
"44438","231978_at","TPCN2","two pore segment channel 2"
"44439","231979_at","GABPB1-AS1","GABPB1 antisense RNA 1"
"44440","231980_at","DOK6","docking protein 6"
"44441","231981_at","PRLR","prolactin receptor"
"44442","231982_at","SMIM24","small integral membrane protein 24"
"44443","231983_at","ISLR","immunoglobulin superfamily containing leucine rich repeat"
"44444","231983_at","IBA57","iron-sulfur cluster assembly factor IBA57"
"44445","231984_at","MTAP","methylthioadenosine phosphorylase"
"44446","231985_at","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3"
"44447","231986_at","RIMS1","regulating synaptic membrane exocytosis 1"
"44448","231987_at","CARMN","cardiac mesoderm enhancer-associated non-coding RNA"
"44449","231988_x_at","ZNF490","zinc finger protein 490"
"44450","231989_s_at","NPIPB3","nuclear pore complex interacting protein family member B3"
"44451","231989_s_at","SLC7A5P1","solute carrier family 7 member 5 pseudogene 1"
"44452","231989_s_at","NPIPB4","nuclear pore complex interacting protein family member B4"
"44453","231989_s_at","NPIPB13","nuclear pore complex interacting protein family, member B13"
"44454","231989_s_at","SMG1P1","SMG1 pseudogene 1"
"44455","231989_s_at","NPIPB5","nuclear pore complex interacting protein family member B5"
"44456","231989_s_at","SMG1P3","SMG1 pseudogene 3"
"44457","231989_s_at","NPIPA5","nuclear pore complex interacting protein family member A5"
"44458","231990_at","USP15","ubiquitin specific peptidase 15"
"44459","231990_at","MIR6125","microRNA 6125"
"44460","231991_at","CCM2L","CCM2 like scaffold protein"
"44461","231992_x_at","GS1-124K5.11","RAB guanine nucleotide exchange factor 1 pseudogene"
"44462","231993_at","ITGBL1","integrin subunit beta like 1"
"44463","231994_at","CHDH","choline dehydrogenase"
"44464","231995_at","CAAP1","caspase activity and apoptosis inhibitor 1"
"44465","231996_at","N4BP2","NEDD4 binding protein 2"
"44466","231997_at","TBCEL","tubulin folding cofactor E like"
"44467","231998_at","SART1","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP"
"44468","231999_at","ANKRD11","ankyrin repeat domain 11"
"44469","232000_at","TTC39B","tetratricopeptide repeat domain 39B"
"44470","232001_at","PRKCQ-AS1","PRKCQ antisense RNA 1"
"44471","232002_at",NA,NA
"44472","232003_at","PNMA8B","PNMA family member 8B"
"44473","232004_at","HNRNPR","heterogeneous nuclear ribonucleoprotein R"
"44474","232005_at","DNAH1","dynein axonemal heavy chain 1"
"44475","232006_at","STK35","serine/threonine kinase 35"
"44476","232007_at","AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5"
"44477","232008_s_at","BBX","BBX high mobility group box domain containing"
"44478","232009_at","ADGRE2","adhesion G protein-coupled receptor E2"
"44479","232010_at","FSTL5","follistatin like 5"
"44480","232011_s_at","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha"
"44481","232012_at","CAPN1","calpain 1"
"44482","232013_at","ERCC6L2","ERCC excision repair 6 like 2"
"44483","232014_at","ZNF30","zinc finger protein 30"
"44484","232015_at","GAREM2","GRB2 associated regulator of MAPK1 subtype 2"
"44485","232016_at","FAN1","FANCD2 and FANCI associated nuclease 1"
"44486","232017_at","TJP2","tight junction protein 2"
"44487","232018_at","LENG1","leukocyte receptor cluster member 1"
"44488","232019_at","ZKSCAN2","zinc finger with KRAB and SCAN domains 2"
"44489","232020_at","SMURF2","SMAD specific E3 ubiquitin protein ligase 2"
"44490","232021_at","GXYLT1","glucoside xylosyltransferase 1"
"44491","232022_at","TFB1M","transcription factor B1, mitochondrial"
"44492","232023_at","TMEM67","transmembrane protein 67"
"44493","232024_at","GIMAP2","GTPase, IMAP family member 2"
"44494","232025_at","SYT7","synaptotagmin 7"
"44495","232026_at","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4"
"44496","232027_at","SYNE1","spectrin repeat containing nuclear envelope protein 1"
"44497","232028_at","ZNF678","zinc finger protein 678"
"44498","232029_at","ZNF451","zinc finger protein 451"
"44499","232030_at","EPG5","ectopic P-granules autophagy protein 5 homolog"
"44500","232031_s_at","EPG5","ectopic P-granules autophagy protein 5 homolog"
"44501","232032_x_at","SDF4","stromal cell derived factor 4"
"44502","232033_at","USP37","ubiquitin specific peptidase 37"
"44503","232034_at","LINC00537","long intergenic non-protein coding RNA 537"
"44504","232035_at","HIST1H4H","histone cluster 1 H4 family member h"
"44505","232036_at","KLC1","kinesin light chain 1"
"44506","232037_at","IGDCC3","immunoglobulin superfamily DCC subclass member 3"
"44507","232038_at","TBC1D32","TBC1 domain family member 32"
"44508","232039_at","MAP10","microtubule associated protein 10"
"44509","232040_at",NA,NA
"44510","232041_at","PATJ","PATJ crumbs cell polarity complex component"
"44511","232042_at","TTYH2","tweety family member 2"
"44512","232043_at","GNG7","G protein subunit gamma 7"
"44513","232044_at","RBBP6","RB binding protein 6, ubiquitin ligase"
"44514","232045_at","PHACTR1","phosphatase and actin regulator 1"
"44515","232046_at","KIAA1217","KIAA1217"
"44516","232047_at",NA,NA
"44517","232048_at","FAM76B","family with sequence similarity 76 member B"
"44518","232049_at","SNX2","sorting nexin 2"
"44519","232050_at","PDPK1","3-phosphoinositide dependent protein kinase 1"
"44520","232050_at","FLJ42627","uncharacterized LOC645644"
"44521","232051_at","CCDC102A","coiled-coil domain containing 102A"
"44522","232052_at","THUMPD3-AS1","THUMPD3 antisense RNA 1"
"44523","232053_x_at","RHBDD2","rhomboid domain containing 2"
"44524","232054_at","PCDH20","protocadherin 20"
"44525","232054_at","LINC02339","long intergenic non-protein coding RNA 2339"
"44526","232055_at","SFXN1","sideroflexin 1"
"44527","232056_at","SCEL","sciellin"
"44528","232057_at","SLC7A6OS","solute carrier family 7 member 6 opposite strand"
"44529","232058_at",NA,NA
"44530","232059_at","DSCAML1","DS cell adhesion molecule like 1"
"44531","232060_at","ROR1","receptor tyrosine kinase like orphan receptor 1"
"44532","232061_at","SDK2","sidekick cell adhesion molecule 2"
"44533","232062_at","ADCY1","adenylate cyclase 1"
"44534","232063_x_at","FARSB","phenylalanyl-tRNA synthetase subunit beta"
"44535","232064_at","FER","FER tyrosine kinase"
"44536","232065_x_at","CENPL","centromere protein L"
"44537","232066_x_at","CTBP1-DT","CTBP1 divergent transcript"
"44538","232067_at","FAXC","failed axon connections homolog, metaxin like GST domain containing"
"44539","232068_s_at","TLR4","toll like receptor 4"
"44540","232069_at","KIF26A","kinesin family member 26A"
"44541","232070_at","LOC100506639","uncharacterized LOC100506639"
"44542","232071_at","MRPL19","mitochondrial ribosomal protein L19"
"44543","232072_at","NAAA","N-acylethanolamine acid amidase"
"44544","232073_at","PPFIA2","PTPRF interacting protein alpha 2"
"44545","232074_at","PRSS27","serine protease 27"
"44546","232075_at","WDR61","WD repeat domain 61"
"44547","232076_at","ZNF707","zinc finger protein 707"
"44548","232076_at","LOC101928160","uncharacterized LOC101928160"
"44549","232077_s_at","YPEL3","yippee like 3"
"44550","232078_at","NECTIN2","nectin cell adhesion molecule 2"
"44551","232079_s_at","NECTIN2","nectin cell adhesion molecule 2"
"44552","232080_at","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"44553","232081_at","ABCG1","ATP binding cassette subfamily G member 1"
"44554","232082_x_at","SPRR3","small proline rich protein 3"
"44555","232083_at","KIF16B","kinesin family member 16B"
"44556","232084_at","SGTB","small glutamine rich tetratricopeptide repeat containing beta"
"44557","232085_at","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3"
"44558","232086_at","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3"
"44559","232087_at","BCLAF3","BCLAF1 and THRAP3 family member 3"
"44560","232088_x_at","LINC00899","long intergenic non-protein coding RNA 899"
"44561","232089_at","TIGD7","tigger transposable element derived 7"
"44562","232089_at","ZNF263","zinc finger protein 263"
"44563","232089_at","LINC00921","long intergenic non-protein coding RNA 921"
"44564","232090_at","DNM3OS","DNM3 opposite strand/antisense RNA"
"44565","232091_s_at","ZDHHC24","zinc finger DHHC-type containing 24"
"44566","232092_at","SLC25A51","solute carrier family 25 member 51"
"44567","232093_at","SPACA6","sperm acrosome associated 6"
"44568","232094_at","KATNBL1","katanin regulatory subunit B1 like 1"
"44569","232095_at",NA,NA
"44570","232096_x_at","FOXP1-IT1","FOXP1 intronic transcript 1"
"44571","232097_at","TOX4","TOX high mobility group box family member 4"
"44572","232098_at","DST","dystonin"
"44573","232099_at","PCDHB16","protocadherin beta 16"
"44574","232100_at","RNF217","ring finger protein 217"
"44575","232101_s_at","PIGN","phosphatidylinositol glycan anchor biosynthesis class N"
"44576","232102_at","METTL6","methyltransferase like 6"
"44577","232103_at","BPNT1","3'(2'), 5'-bisphosphate nucleotidase 1"
"44578","232104_at","STUM","stum, mechanosensory transduction mediator homolog"
"44579","232105_at","BLACAT1","bladder cancer associated transcript 1"
"44580","232106_s_at","CEP89","centrosomal protein 89"
"44581","232107_at","SDHC","succinate dehydrogenase complex subunit C"
"44582","232108_at","SCRN3","secernin 3"
"44583","232109_at","UBXN10","UBX domain protein 10"
"44584","232110_at","GALNT5","polypeptide N-acetylgalactosaminyltransferase 5"
